4/22 0:23:49|MainFrame|MainFrame|Constructor Called.
4/22 0:23:54|Utils|getURLTracker|urlString = http://192.168.1.92:19001/nsecom, requestOrResponce = snapShot
4/22 0:23:54|RecordingHttpListener|observe|Method Called for sTopic=http-on-modify-request
4/22 0:23:54|Utils|getURLTracker|urlString = http://192.168.1.92:19001/nsecom/, requestOrResponce = request
4/22 0:23:54|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1366613634421
4/22 0:23:54|Utils|convertToSecond method called|time = 4539.0
4/22 0:23:54|Utils|isSplit|Method called.
4/22 0:23:54|Utils|isSplit|Splitting for Ajax Header = false
4/22 0:23:54|Utils|isSplit|Splitting for method GET = false
4/22 0:23:54|Utils|isSplit|result = false
4/22 0:23:54|Utils|isSplitForTimeDiff|Method called.
4/22 0:23:54|Utils|isSplit|Splitting for time 0.030999999999999694 = false
4/22 0:23:54|Utils|isSplit|result = false
4/22 0:23:54|Utils|isSplitForURLType|Method called.
4/22 0:23:54|Utils|isSplitForURLType|value = false
4/22 0:23:54|Utils|isSplitForURLType|value = false
4/22 0:23:54|Utils|isSplit|isSplitForURLType = false
4/22 0:23:54|RecordingHttpListener|observe|Method Called for sTopic=http-on-examine-response
4/22 0:23:54|Utils|getURLTracker|urlString = http://192.168.1.92:19001/nsecom/, requestOrResponce = response
4/22 0:23:54|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1366613634468
4/22 0:23:54|Utils|convertToSecond method called|time = 4586.0
4/22 0:23:54|Utils|isSplit|Method called.
4/22 0:23:54|Utils|isSplit|Splitting for Ajax Header = false
4/22 0:23:54|Utils|isSplit|Splitting for method GET = false
4/22 0:23:54|Utils|isSplit|result = false
4/22 0:23:54|Utils|isSplitForTimeDiff|Method called.
4/22 0:23:54|Utils|isSplit|Splitting for time 0.030999999999999694 = false
4/22 0:23:54|Utils|isSplit|result = false
4/22 0:23:54|Utils|isSplitForURLType|Method called.
4/22 0:23:54|Utils|isSplitForURLType|value = false
4/22 0:23:54|Utils|isSplitForURLType|value = false
4/22 0:23:54|Utils|isSplitForURLType|value = false
4/22 0:23:54|Utils|isSplit|isSplitForURLType = false
4/22 0:23:54|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1366613634468
4/22 0:23:54|Utils|convertToSecond method called|time = 4586.0
4/22 0:23:54|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1366613634468
4/22 0:23:54|Utils|convertToSecond method called|time = 4586.0
4/22 0:23:54|RecordingHttpListener|onStartRequest|method called with request Name = http://192.168.1.92:19001/nsecom/
4/22 0:23:54|RecordingHttpListener|onStartRequest|method called with request Name = http://192.168.1.92:19001/nsecom/
4/22 0:23:54|Utils|getURLTracker|urlString = http://192.168.1.92:19001/nsecom/, requestOrResponce = snapShot
4/22 0:23:54|Utils|getURLTracker|urlString = http://192.168.1.92:19001/nsecom/, requestOrResponce = snapShot
4/22 0:23:54|RecordingHttpListener|onDataAvailable|method called for request=http://192.168.1.92:19001/nsecom/
4/22 0:23:54|RecordingHttpListener|onDataAvailable|Adding dump diretory with path=C:\Users\Compass-91\Desktop\recorder\scripts\NetDiagnostic/Weblogic/nsecom_new\dump\new1\192.168.1.92_19001/nsecom/
4/22 0:23:54|RecordingHttpListener|onDataAvailable|Calling onDataAvailable on original listener.
4/22 0:23:54|RecordingHttpListener|onDataAvailable|method called for request=http://192.168.1.92:19001/nsecom/
4/22 0:23:54|RecordingHttpListener|onDataAvailable|Adding dump diretory with path=C:\Users\Compass-91\Desktop\recorder\scripts\NetDiagnostic/Weblogic/nsecom_new\dump\new1\192.168.1.92_19001/nsecom/
4/22 0:23:54|RecordingHttpListener|onDataAvailable|Calling onDataAvailable on original listener.
4/22 0:23:54|RecordingHttpListener|observe|Method Called for sTopic=http-on-modify-request
4/22 0:23:54|Utils|getURLTracker|urlString = http://192.168.1.92:19001/nsecom/images/logo.png, requestOrResponce = request
4/22 0:23:54|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1366613634499
4/22 0:23:54|Utils|convertToSecond method called|time = 4617.0
4/22 0:23:54|Utils|isSplit|Method called.
4/22 0:23:54|Utils|isSplit|Splitting for Ajax Header = false
4/22 0:23:54|Utils|isSplit|Splitting for method GET = false
4/22 0:23:54|Utils|isSplit|result = false
4/22 0:23:54|Utils|isSplitForTimeDiff|Method called.
4/22 0:23:54|Utils|isSplit|Splitting for time 0.030999999999999694 = false
4/22 0:23:54|Utils|isSplit|result = false
4/22 0:23:54|Utils|isSplitForURLType|Method called.
4/22 0:23:54|Utils|isSplitForURLType|value = false
4/22 0:23:54|Utils|isSplitForURLType|value = false
4/22 0:23:54|Utils|isSplit|isSplitForURLType = false
4/22 0:23:54|RecordingHttpListener|onStopRequest|method called for request=http://192.168.1.92:19001/nsecom/
4/22 0:23:54|RecordingHttpListener|onStopRequest|method called for request=http://192.168.1.92:19001/nsecom/
4/22 0:23:54|RecordingHttpListener|observe|Method Called for sTopic=http-on-examine-response
4/22 0:23:54|Utils|getURLTracker|urlString = http://192.168.1.92:19001/nsecom/images/logo.png, requestOrResponce = response
4/22 0:23:54|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1366613634609
4/22 0:23:54|Utils|convertToSecond method called|time = 4727.0
4/22 0:23:54|Utils|isSplit|Method called.
4/22 0:23:54|Utils|isSplit|Splitting for Ajax Header = false
4/22 0:23:54|Utils|isSplit|Splitting for method GET = false
4/22 0:23:54|Utils|isSplit|result = false
4/22 0:23:54|Utils|isSplitForTimeDiff|Method called.
4/22 0:23:54|Utils|isSplit|Splitting for time 0.030999999999999694 = false
4/22 0:23:54|Utils|isSplit|result = false
4/22 0:23:54|Utils|isSplitForURLType|Method called.
4/22 0:23:54|Utils|isSplitForURLType|value = false
4/22 0:23:54|Utils|isSplitForURLType|value = false
4/22 0:23:54|Utils|isSplitForURLType|value = false
4/22 0:23:54|Utils|isSplit|isSplitForURLType = false
4/22 0:23:54|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1366613634609
4/22 0:23:54|Utils|convertToSecond method called|time = 4727.0
4/22 0:23:54|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1366613634609
4/22 0:23:54|Utils|convertToSecond method called|time = 4727.0
4/22 0:23:54|RecordingHttpListener|onStartRequest|method called with request Name = http://192.168.1.92:19001/nsecom/images/logo.png
4/22 0:23:54|Utils|getURLTracker|urlString = http://192.168.1.92:19001/nsecom/images/logo.png, requestOrResponce = snapShot
4/22 0:23:54|RecordingHttpListener|onDataAvailable|method called for request=http://192.168.1.92:19001/nsecom/images/logo.png
4/22 0:23:54|RecordingHttpListener|onDataAvailable|Adding dump diretory with path=C:\Users\Compass-91\Desktop\recorder\scripts\NetDiagnostic/Weblogic/nsecom_new\dump\new1\192.168.1.92_19001/nsecom/images/
4/22 0:23:54|RecordingHttpListener|onDataAvailable|Calling onDataAvailable on original listener.
4/22 0:23:54|RecordingHttpListener|onDataAvailable|method called for request=http://192.168.1.92:19001/nsecom/images/logo.png
4/22 0:23:54|RecordingHttpListener|onDataAvailable|Adding dump diretory with path=C:\Users\Compass-91\Desktop\recorder\scripts\NetDiagnostic/Weblogic/nsecom_new\dump\new1\192.168.1.92_19001/nsecom/images/
4/22 0:23:54|RecordingHttpListener|onDataAvailable|Calling onDataAvailable on original listener.
4/22 0:23:54|RecordingHttpListener|onStopRequest|method called for request=http://192.168.1.92:19001/nsecom/images/logo.png
4/22 0:23:54|NetStormBrowserNavigationEventListener|navigationFinished|Method Called for URL=http://192.168.1.92:19001/nsecom/
4/22 0:23:54|NetStormBrowserNavigationEventListener|NavigationFinishEventRunner|constructor called for url=http://192.168.1.92:19001/nsecom/
4/22 0:23:54|MainFrame|updateBackForwardButtons|method Called.
4/22 0:23:54|NetStormBrowserNavigationEventListener|setupListeners|Method Called.
4/22 0:23:54|NetstormCEventListener|addAllHTMLElementsListeners|Method Called.
4/22 0:23:54|Utils|filterPath|path = http://192.168.1.92:19001/nsecom/
4/22 0:23:54|Utils|getFileName|path = http://192.168.1.92:19001/nsecom/
4/22 0:23:54|Utils|getFileName|filename for dump = index.html
4/22 0:23:54|Utils|saveBrowserDocument|title = C:\Users\Compass-91\Desktop\recorder\scripts\NetDiagnostic\Weblogic\nsecom_new\dump\new1\192.168.1.92_19001\nsecom\index.html
4/22 0:23:54|Utils|getURLTracker|urlString = http://192.168.1.92:19001/nsecom/, requestOrResponce = snapShot
4/22 0:23:54|ScriptHTMLStart|run|Going to call init method.
4/22 0:23:54|NSBrowser|init|Method called.
4/22 0:23:54|WebCFormattor||constructor called.
4/22 0:23:54|NSBrowser|execute|Method Called.
4/22 0:23:54|NSBrowser|execute|DOM Core supported 
4/22 0:23:54|NSBrowser|execute|DOM XML supported 
4/22 0:23:54|NSBrowser|execute|DOM HTML supported 
4/22 0:23:54|NSBrowser|execute|DOM Views supported 
4/22 0:23:54|NSBrowser|execute|DOM StyleSheets supported 
4/22 0:23:54|NSBrowser|execute|DOM CSS supported 
4/22 0:23:54|NSBrowser|execute|DOM CSS2 supported 
4/22 0:23:54|NSBrowser|execute|DOM Events supported 
4/22 0:23:54|NSBrowser|execute|DOM UIEvents supported 
4/22 0:23:54|NSBrowser|execute|DOM MouseEvents supported 
4/22 0:23:54|NSBrowser|execute|DOM MutationEvents not supported 
4/22 0:23:54|NSBrowser|execute|DOM HTMLEvents supported 
4/22 0:23:54|NSBrowser|execute|DOM Traversal not supported 
4/22 0:23:54|NSBrowser|execute|DOM Range supported 
4/22 0:23:54|ScriptHTMLStart|Recording|Thread state =2
4/22 0:23:54|ScriptHTMLStart|run|Setting thread state.State of Thread - 2
4/22 0:24:0|NetstormCEventListener|handleEvent|Method Called.
4/22 0:24:0|NetstormCEventListener|dumpEvent|Method Called. Event Type: click
 Tag Name = A
4/22 0:24:0|NetstormCEventListener|dumpLinkElement|Method Called.
4/22 0:24:0|Utils|setRecordingComments|method called.
4/22 0:24:0|RecordingHttpListener|observe|Method Called for sTopic=http-on-modify-request
4/22 0:24:0|Utils|getURLTracker|urlString = http://192.168.1.92:19001/nsecom/home, requestOrResponce = request
4/22 0:24:0|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1366613640240
4/22 0:24:0|Utils|convertToSecond method called|time = 10358.0
4/22 0:24:0|Utils|isSplit|Method called.
4/22 0:24:0|Utils|isSplit|Splitting for Ajax Header = false
4/22 0:24:0|Utils|isSplit|Splitting for method GET = false
4/22 0:24:0|Utils|isSplit|result = false
4/22 0:24:0|Utils|isSplitForTimeDiff|Method called.
4/22 0:24:0|Utils|isSplit|Splitting for time 5.631 = false
4/22 0:24:0|Utils|isSplit|result = false
4/22 0:24:0|Utils|isSplitForURLType|Method called.
4/22 0:24:0|Utils|isSplitForURLType|value = false
4/22 0:24:0|Utils|isSplitForURLType|value = false
4/22 0:24:0|Utils|isSplit|isSplitForURLType = false
4/22 0:24:0|NetStormBrowserNavigationEventListener|navigationStarted|Method Called for URL=http://192.168.1.92:19001/nsecom/home
4/22 0:24:0|NetStormBrowserNavigationEventListener|navigationStarted|Begin Loading URL == http://192.168.1.92:19001/nsecom/home  ===== Begin = 1366613640256
4/22 0:24:0|Utils|getURLTracker|urlString = http://192.168.1.92:19001/nsecom/home, requestOrResponce = snapShot
4/22 0:24:0|RecordingHttpListener|observe|Method Called for sTopic=http-on-examine-response
4/22 0:24:0|Utils|getURLTracker|urlString = http://192.168.1.92:19001/nsecom/home, requestOrResponce = response
4/22 0:24:0|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1366613640443
4/22 0:24:0|Utils|convertToSecond method called|time = 10561.0
4/22 0:24:0|Utils|isSplit|Method called.
4/22 0:24:0|Utils|isSplit|Splitting for Ajax Header = false
4/22 0:24:0|Utils|isSplit|Splitting for method GET = false
4/22 0:24:0|Utils|isSplit|result = false
4/22 0:24:0|Utils|isSplitForTimeDiff|Method called.
4/22 0:24:0|Utils|isSplit|Splitting for time 5.631 = false
4/22 0:24:0|Utils|isSplit|result = false
4/22 0:24:0|Utils|isSplitForURLType|Method called.
4/22 0:24:0|Utils|isSplitForURLType|value = false
4/22 0:24:0|Utils|isSplitForURLType|value = false
4/22 0:24:0|Utils|isSplitForURLType|value = false
4/22 0:24:0|Utils|isSplit|isSplitForURLType = false
4/22 0:24:0|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1366613640443
4/22 0:24:0|Utils|convertToSecond method called|time = 10561.0
4/22 0:24:0|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1366613640443
4/22 0:24:0|Utils|convertToSecond method called|time = 10561.0
4/22 0:24:0|RecordingHttpListener|onStartRequest|method called with request Name = http://192.168.1.92:19001/nsecom/home
4/22 0:24:0|Utils|getURLTracker|urlString = http://192.168.1.92:19001/nsecom/home, requestOrResponce = snapShot
4/22 0:24:0|RecordingHttpListener|onDataAvailable|method called for request=http://192.168.1.92:19001/nsecom/home
4/22 0:24:0|RecordingHttpListener|onDataAvailable|Adding dump diretory with path=C:\Users\Compass-91\Desktop\recorder\scripts\NetDiagnostic/Weblogic/nsecom_new\dump\new1\192.168.1.92_19001/nsecom/
4/22 0:24:0|RecordingHttpListener|onDataAvailable|Calling onDataAvailable on original listener.
4/22 0:24:0|RecordingHttpListener|observe|Method Called for sTopic=http-on-modify-request
4/22 0:24:0|Utils|getURLTracker|urlString = http://192.168.1.92:19001/nsecom/images/nsecomlogo.png, requestOrResponce = request
4/22 0:24:0|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1366613640474
4/22 0:24:0|Utils|convertToSecond method called|time = 10592.0
4/22 0:24:0|Utils|isSplit|Method called.
4/22 0:24:0|Utils|isSplit|Splitting for Ajax Header = false
4/22 0:24:0|Utils|isSplit|Splitting for method GET = false
4/22 0:24:0|Utils|isSplit|result = false
4/22 0:24:0|Utils|isSplitForTimeDiff|Method called.
4/22 0:24:0|Utils|isSplit|Splitting for time 0.031000000000000583 = false
4/22 0:24:0|Utils|isSplit|result = false
4/22 0:24:0|Utils|isSplitForURLType|Method called.
4/22 0:24:0|Utils|isSplitForURLType|value = false
4/22 0:24:0|Utils|isSplitForURLType|value = false
4/22 0:24:0|Utils|isSplit|isSplitForURLType = false
4/22 0:24:0|RecordingHttpListener|onStopRequest|method called for request=http://192.168.1.92:19001/nsecom/home
4/22 0:24:0|RecordingHttpListener|observe|Method Called for sTopic=http-on-examine-response
4/22 0:24:0|Utils|getURLTracker|urlString = http://192.168.1.92:19001/nsecom/images/nsecomlogo.png, requestOrResponce = response
4/22 0:24:0|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1366613640630
4/22 0:24:0|Utils|convertToSecond method called|time = 10748.0
4/22 0:24:0|Utils|isSplit|Method called.
4/22 0:24:0|Utils|isSplit|Splitting for Ajax Header = false
4/22 0:24:0|Utils|isSplit|Splitting for method GET = false
4/22 0:24:0|Utils|isSplit|result = false
4/22 0:24:0|Utils|isSplitForTimeDiff|Method called.
4/22 0:24:0|Utils|isSplit|Splitting for time 0.031000000000000583 = false
4/22 0:24:0|Utils|isSplit|result = false
4/22 0:24:0|Utils|isSplitForURLType|Method called.
4/22 0:24:0|Utils|isSplitForURLType|value = false
4/22 0:24:0|Utils|isSplitForURLType|value = false
4/22 0:24:0|Utils|isSplitForURLType|value = false
4/22 0:24:0|Utils|isSplit|isSplitForURLType = false
4/22 0:24:0|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1366613640630
4/22 0:24:0|Utils|convertToSecond method called|time = 10748.0
4/22 0:24:0|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1366613640630
4/22 0:24:0|Utils|convertToSecond method called|time = 10748.0
4/22 0:24:0|RecordingHttpListener|onStartRequest|method called with request Name = http://192.168.1.92:19001/nsecom/images/nsecomlogo.png
4/22 0:24:0|Utils|getURLTracker|urlString = http://192.168.1.92:19001/nsecom/images/nsecomlogo.png, requestOrResponce = snapShot
4/22 0:24:0|RecordingHttpListener|onDataAvailable|method called for request=http://192.168.1.92:19001/nsecom/images/nsecomlogo.png
4/22 0:24:0|RecordingHttpListener|onDataAvailable|Adding dump diretory with path=C:\Users\Compass-91\Desktop\recorder\scripts\NetDiagnostic/Weblogic/nsecom_new\dump\new1\192.168.1.92_19001/nsecom/images/
4/22 0:24:0|RecordingHttpListener|onDataAvailable|Calling onDataAvailable on original listener.
4/22 0:24:0|RecordingHttpListener|onDataAvailable|method called for request=http://192.168.1.92:19001/nsecom/images/nsecomlogo.png
4/22 0:24:0|RecordingHttpListener|onDataAvailable|Adding dump diretory with path=C:\Users\Compass-91\Desktop\recorder\scripts\NetDiagnostic/Weblogic/nsecom_new\dump\new1\192.168.1.92_19001/nsecom/images/
4/22 0:24:0|RecordingHttpListener|onDataAvailable|Calling onDataAvailable on original listener.
4/22 0:24:0|RecordingHttpListener|onStopRequest|method called for request=http://192.168.1.92:19001/nsecom/images/nsecomlogo.png
4/22 0:24:0|NetStormBrowserNavigationEventListener|navigationFinished|Method Called for URL=http://192.168.1.92:19001/nsecom/home
4/22 0:24:0|NetStormBrowserNavigationEventListener|NavigationFinishEventRunner|constructor called for url=http://192.168.1.92:19001/nsecom/home
4/22 0:24:0|MainFrame|updateBackForwardButtons|method Called.
4/22 0:24:0|NetStormBrowserNavigationEventListener|setupListeners|Method Called.
4/22 0:24:0|NetstormCEventListener|addAllHTMLElementsListeners|Method Called.
4/22 0:24:0|Utils|filterPath|path = http://192.168.1.92:19001/nsecom/home
4/22 0:24:0|Utils|getFileName|path = http://192.168.1.92:19001/nsecom/home
4/22 0:24:0|Utils|getFileName|filename for dump = home
4/22 0:24:0|Utils|saveBrowserDocument|title = C:\Users\Compass-91\Desktop\recorder\scripts\NetDiagnostic\Weblogic\nsecom_new\dump\new1\192.168.1.92_19001\nsecom\home
4/22 0:24:0|Utils|getURLTracker|urlString = http://192.168.1.92:19001/nsecom/home, requestOrResponce = snapShot
4/22 0:24:2|NetstormCEventListener|handleEvent|Method Called.
4/22 0:24:2|NetstormCEventListener|dumpEvent|Method Called. Event Type: click
 Tag Name = INPUT
4/22 0:24:2|Utils|setRecordingComments|method called.
4/22 0:24:2|NetstormCEventListener|handleEvent|Method Called.
4/22 0:24:2|NetstormCEventListener|dumpEvent|Method Called. Event Type: click
 Tag Name = INPUT
4/22 0:24:2|Utils|setRecordingComments|method called.
4/22 0:24:5|NetstormCEventListener|handleEvent|Method Called.
4/22 0:24:5|NetstormCEventListener|dumpEvent|Method Called. Event Type: click
 Tag Name = INPUT
4/22 0:24:5|NetstormCEventListener|addBtnElement|Method Called.
4/22 0:24:5|Utils|setRecordingComments|method called.
4/22 0:24:5|RecordingHttpListener|observe|Method Called for sTopic=http-on-modify-request
4/22 0:24:5|Utils|getURLTracker|urlString = http://192.168.1.92:19001/nsecom/searchProduct?keyword=jeans, requestOrResponce = request
4/22 0:24:5|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1366613645279
4/22 0:24:5|Utils|convertToSecond method called|time = 15397.0
4/22 0:24:5|Utils|isSplit|Method called.
4/22 0:24:5|Utils|isSplit|Splitting for Ajax Header = false
4/22 0:24:5|Utils|isSplit|Splitting for method GET = false
4/22 0:24:5|Utils|isSplit|result = false
4/22 0:24:5|Utils|isSplitForTimeDiff|Method called.
4/22 0:24:5|Utils|isSplit|Splitting for time 4.649000000000001 = false
4/22 0:24:5|Utils|isSplit|result = false
4/22 0:24:5|Utils|isSplitForURLType|Method called.
4/22 0:24:5|Utils|isSplitForURLType|value = false
4/22 0:24:5|Utils|isSplitForURLType|value = false
4/22 0:24:5|Utils|isSplit|isSplitForURLType = false
4/22 0:24:5|NetStormBrowserNavigationEventListener|navigationStarted|Method Called for URL=http://192.168.1.92:19001/nsecom/searchProduct?keyword=jeans
4/22 0:24:5|NetStormBrowserNavigationEventListener|navigationStarted|Begin Loading URL == http://192.168.1.92:19001/nsecom/searchProduct?keyword=jeans  ===== Begin = 1366613645295
4/22 0:24:5|Utils|getURLTracker|urlString = http://192.168.1.92:19001/nsecom/searchProduct?keyword=jeans, requestOrResponce = snapShot
4/22 0:24:8|RecordingHttpListener|observe|Method Called for sTopic=http-on-examine-response
4/22 0:24:8|Utils|getURLTracker|urlString = http://192.168.1.92:19001/nsecom/searchProduct?keyword=jeans, requestOrResponce = response
4/22 0:24:8|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1366613648165
4/22 0:24:8|Utils|convertToSecond method called|time = 18283.0
4/22 0:24:8|Utils|isSplit|Method called.
4/22 0:24:8|Utils|isSplit|Splitting for Ajax Header = false
4/22 0:24:8|Utils|isSplit|Splitting for method GET = false
4/22 0:24:8|Utils|isSplit|result = false
4/22 0:24:8|Utils|isSplitForTimeDiff|Method called.
4/22 0:24:8|Utils|isSplit|Splitting for time 4.649000000000001 = false
4/22 0:24:8|Utils|isSplit|result = false
4/22 0:24:8|Utils|isSplitForURLType|Method called.
4/22 0:24:8|Utils|isSplitForURLType|value = false
4/22 0:24:8|Utils|isSplitForURLType|value = false
4/22 0:24:8|Utils|isSplitForURLType|value = false
4/22 0:24:8|Utils|isSplit|isSplitForURLType = false
4/22 0:24:8|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1366613648165
4/22 0:24:8|Utils|convertToSecond method called|time = 18283.0
4/22 0:24:8|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1366613648165
4/22 0:24:8|Utils|convertToSecond method called|time = 18283.0
4/22 0:24:8|RecordingHttpListener|onStartRequest|method called with request Name = http://192.168.1.92:19001/nsecom/searchProduct?keyword=jeans
4/22 0:24:8|Utils|getURLTracker|urlString = http://192.168.1.92:19001/nsecom/searchProduct?keyword=jeans, requestOrResponce = snapShot
4/22 0:24:8|RecordingHttpListener|onDataAvailable|method called for request=http://192.168.1.92:19001/nsecom/searchProduct?keyword=jeans
4/22 0:24:8|RecordingHttpListener|onDataAvailable|Adding dump diretory with path=C:\Users\Compass-91\Desktop\recorder\scripts\NetDiagnostic/Weblogic/nsecom_new\dump\new1\192.168.1.92_19001/nsecom/
4/22 0:24:8|RecordingHttpListener|onDataAvailable|Calling onDataAvailable on original listener.
4/22 0:24:8|RecordingHttpListener|onStopRequest|method called for request=http://192.168.1.92:19001/nsecom/searchProduct?keyword=jeans
4/22 0:24:8|NetStormBrowserNavigationEventListener|navigationFinished|Method Called for URL=http://192.168.1.92:19001/nsecom/searchProduct?keyword=jeans
4/22 0:24:8|NetStormBrowserNavigationEventListener|NavigationFinishEventRunner|constructor called for url=http://192.168.1.92:19001/nsecom/searchProduct?keyword=jeans
4/22 0:24:8|MainFrame|updateBackForwardButtons|method Called.4/22 0:24:8|NetStormBrowserNavigationEventListener|setupListeners|Method Called.

4/22 0:24:8|NetstormCEventListener|addAllHTMLElementsListeners|Method Called.
4/22 0:24:8|Utils|filterPath|path = http://192.168.1.92:19001/nsecom/searchProduct?keyword=jeans
4/22 0:24:8|Utils|getFileName|path = http://192.168.1.92:19001/nsecom/searchProduct?keyword=jeans
4/22 0:24:8|Utils|getFileName|filename for dump = searchProduct_keyword=jeans
